CAPSTONE_AP_1,CAPSTONE_AP_2,CAPSTONE_AP_3,CAPSTONE_AP_4,Location
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-54,-48,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-48,-52,-50,A1
-44,-44,-52,-53,A1
-44,-44,-52,-53,A1
-44,-44,-52,-53,A1
-44,-44,-52,-53,A1
-44,-44,-52,-53,A1
-44,-44,-52,-53,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-44,-44,-52,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-49,-44,-56,A1
-37,-55,-44,-56,A1
-37,-55,-44,-56,A1
-37,-55,-44,-56,A1
-37,-55,-44,-56,A1
-37,-55,-44,-56,A1
-37,-55,-44,-56,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-37,-53,-48,-59,A1
-34,-52,-44,-59,A1
-34,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-59,A1
-44,-52,-44,-51,A1
-44,-52,-44,-51,A1
-44,-52,-44,-51,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-44,-48,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-47,-42,-58,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-44,-52,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-38,-42,-42,-48,A1
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-40,-40,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-54,-46,-48,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-48,-46,-50,A2
-38,-45,-46,-50,A2
-38,-45,-46,-50,A2
-38,-45,-46,-50,A2
-38,-45,-46,-50,A2
-38,-45,-46,-50,A2
-38,-45,-41,-50,A2
-38,-45,-41,-50,A2
-38,-45,-41,-50,A2
-38,-45,-41,-50,A2
-36,-45,-61,-50,A2
-36,-45,-61,-50,A2
-36,-45,-61,-50,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-36,-46,-45,-51,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-49,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-51,-45,-56,A2
-34,-49,-104,-56,A2
-34,-49,-104,-56,A2
-34,-49,-104,-56,A2
-34,-49,-104,-56,A2
-34,-50,-104,-56,A2
-34,-50,-104,-56,A2
-34,-50,-104,-56,A2
-34,-50,-104,-56,A2
-34,-50,-104,-56,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-41,-47,-46,-51,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-39,-50,-41,-52,A2
-46,-55,-38,-52,A2
-46,-55,-38,-52,A2
-46,-55,-38,-52,A2
-46,-55,-38,-52,A2
-46,-55,-38,-52,A2
-46,-55,-38,-52,A2
-46,-55,-47,-52,A2
-46,-55,-47,-52,A2
-46,-55,-47,-52,A2
-42,-55,-46,-52,A2
-42,-55,-46,-52,A2
-42,-55,-46,-52,A2
-42,-55,-46,-52,A2
-42,-55,-46,-52,A2
-42,-53,-41,-56,A2
-42,-53,-41,-56,A2
-42,-53,-41,-56,A2
-42,-53,-41,-53,A2
-42,-53,-41,-53,A2
-42,-53,-41,-53,A2
-42,-53,-41,-53,A2
-42,-53,-43,-53,A2
-42,-50,-47,-55,A2
-42,-50,-47,-55,A2
-42,-50,-47,-55,A2
-42,-50,-47,-55,A2
-42,-50,-47,-51,A2
-42,-50,-47,-51,A2
-42,-50,-47,-51,A2
-54,-54,-40,-55,A3
-54,-54,-40,-55,A3
-54,-54,-40,-55,A3
-53,-53,-40,-55,A3
-53,-53,-40,-55,A3
-53,-53,-40,-55,A3
-53,-53,-40,-55,A3
-53,-53,-40,-55,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-42,-52,A3
-53,-53,-49,-52,A3
-53,-53,-49,-52,A3
-53,-53,-49,-52,A3
-53,-53,-49,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-53,-48,-43,-52,A3
-50,-48,-44,-52,A3
-50,-48,-44,-52,A3
-50,-48,-44,-52,A3
-50,-48,-44,-52,A3
-22,-48,-41,-52,A3
-22,-48,-41,-52,A3
-22,-48,-41,-52,A3
-22,-45,-41,-55,A3
-22,-45,-41,-55,A3
-22,-45,-41,-55,A3
-22,-45,-41,-55,A3
-22,-45,-41,-55,A3
-22,-45,-41,-55,A3
-22,-47,-41,-55,A3
-22,-47,-49,-55,A3
-22,-47,-49,-55,A3
-22,-47,-49,-55,A3
-22,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-47,-49,-55,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-40,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-41,-42,-58,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-44,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-40,-52,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-39,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-44,-43,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-46,-42,-47,-48,A3
-39,-42,-47,-48,A3
-39,-42,-47,-48,A3
-42,-33,-42,-55,A4
-42,-33,-42,-55,A4
-42,-33,-42,-55,A4
-42,-33,-42,-55,A4
-42,-33,-42,-55,A4
-42,-33,-42,-55,A4
-42,-41,-40,-55,A4
-42,-41,-40,-55,A4
-42,-41,-40,-55,A4
-42,-41,-40,-55,A4
-42,-41,-40,-55,A4
-42,-41,-40,-55,A4
-42,-40,-43,-54,A4
-42,-40,-43,-54,A4
-42,-40,-43,-54,A4
-42,-40,-43,-54,A4
-42,-40,-43,-54,A4
-42,-52,-43,-54,A4
-42,-52,-43,-54,A4
-42,-52,-43,-54,A4
-42,-52,-43,-54,A4
-42,-52,-43,-54,A4
-42,-52,-43,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-42,-45,-44,-54,A4
-100,-42,-48,-47,A4
-100,-42,-48,-47,A4
-46,-42,-46,-47,A4
-46,-42,-46,-47,A4
-46,-42,-46,-47,A4
-46,-42,-46,-47,A4
-46,-42,-46,-47,A4
-46,-42,-46,-47,A4
-46,-42,-47,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-54,-47,A4
-46,-37,-48,-47,A4
-46,-37,-48,-47,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-46,-62,A4
-54,-44,-48,-62,A4
-54,-44,-48,-62,A4
-54,-44,-48,-62,A4
-54,-44,-48,-62,A4
-54,-44,-25,-58,A4
-54,-44,-25,-58,A4
-54,-44,-25,-58,A4
-54,-40,-49,-52,A4
-54,-40,-49,-52,A4
-54,-40,-49,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-54,-40,-52,-52,A4
-51,-41,-45,-61,A5
-51,-38,-48,-10,A5
-51,-38,-48,-10,A5
-51,-38,-48,-10,A5
-51,-38,-48,-10,A5
-51,-38,-48,-10,A5
-51,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-38,-48,-10,A5
-49,-41,-48,-10,A5
-49,-41,-48,-10,A5
-49,-41,-48,-10,A5
-49,-41,-48,-10,A5
-49,-41,-48,-10,A5
-49,-41,-48,-10,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-40,-46,-60,A5
-49,-43,-46,-60,A5
-49,-43,-46,-60,A5
-49,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-43,-46,-60,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-36,-43,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-52,-37,-48,-66,A5
-53,-44,-44,-66,A5
-53,-44,-44,-66,A5
-53,-44,-44,-66,A5
-53,-44,-44,-66,A5
-53,-44,-44,-66,A5
-53,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-44,-66,A5
-47,-44,-42,-59,A5
-47,-44,-42,-59,A5
-47,-44,-42,-59,A5
-47,-44,-42,-59,A5
-47,-39,-42,-62,A5
-47,-39,-42,-62,A5
-47,-39,-42,-62,A5
-47,-39,-42,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-47,-36,-44,-62,A5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-58,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-44,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-49,-51,-43,-56,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-51,-43,-58,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-41,-43,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-42,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-48,-49,-43,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-44,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-49,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-51,-41,-41,-57,B5
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-60,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-41,-47,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-47,-45,-56,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-43,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-42,-41,-49,-58,B4
-47,-41,-49,-58,B4
-47,-41,-49,-58,B4
-47,-41,-49,-58,B4
-47,-41,-49,-58,B4
-47,-41,-49,-58,B4
-47,-37,-51,-58,B4
-47,-37,-51,-58,B4
-47,-37,-51,-58,B4
-47,-37,-51,-58,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-37,-51,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-47,-52,-41,-53,B4
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-41,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-47,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-46,-52,-35,-62,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-60,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-54,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-36,-53,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-51,-50,-45,-58,B3
-42,-47,-52,-53,B2
-42,-47,-52,-53,B2
-42,-47,-52,-53,B2
-42,-47,-51,-53,B2
-42,-47,-51,-53,B2
-42,-47,-51,-53,B2
-42,-47,-51,-53,B2
-42,-47,-39,-53,B2
-42,-47,-39,-53,B2
-42,-47,-39,-53,B2
-42,-47,-39,-53,B2
