CAPSTONE_AP_1,CAPSTONE_AP_2,CAPSTONE_AP_3,CAPSTONE_AP_4,Location
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-53,-57,-53,-36,D2
-100,-49,-53,-33,D2
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-40,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-51,-47,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-45,-53,-58,-49,D1
-100,-53,-58,-35,D1
-100,-53,-58,-35,D1
-100,-53,-58,-35,D1
-46,-100,-49,-50,D1
-46,-100,-49,-50,D1
-46,-100,-49,-50,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-49,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-51,D1
-46,-100,-54,-38,D1
-46,-100,-54,-38,D1
